0,1,2,3,4,5,6,7,8,9,10,11,12,13
POLS,3145,87944,403,Intro to Law & the Legal System,Required,"Used $205.75, New $274.25,",Edition: 12th,ISBN: 9780357660164,Author: Schubert,Publisher: Cengage Learning,Formats: Hardcover,Copyright Year: 2023,Publication Date: TBD
CIS,4688,92616,403,NO BOOKS FOR COURSE,,,,,,,,,
LAW,5060,80559,403,"Torts, Cases & Materials",Required,"Used $124.32, Used $222.00, New $296.00,",Edition: 14th,ISBN: 9781684674077,Author: Schwartz,Publisher: West Academic,Formats: Hardcover,Copyright Year: 2020,Publication Date: TBD
SOCI,1101,85178,403,Intro to Sociology (w/ Inquizitive Access Code),Required,"Used $33.39, Used $59.75, New $79.50,",Edition: 12th,ISBN: 9780393538021,Author: Giddens,Publisher: W. W.Norton Co. Inc,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
SCOM,1000,83539,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
SCOM,1000,83532,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
LAW,5001,90568,403,Civil Procedure (w/ Connected eBook),Required Choose Only 1 of 2,"New $352.00,",Edition: 11th,ISBN: 9781543856286,Author: Yeazell,Publisher: Aspen Publishing,,Copyright Year: 2022,Publication Date: TBD
LAW,5001,90568,403,"Civil Procedure, Eleventh Edition Connected eBook with Study Center",Required Choose Only 1 of 2,"Digital $264.00,",ISBN: 9798886141993,Author: Yeazell,Publisher: Aspen Publishing,Formats: BryteWave Format,Publication Date: TBD,,
SOCI,1160,86796,403,Social Problems,Required,"Digital $110.25,",Edition: 14th,ISBN: 9780134637808,Author: Eitzen,Publisher: Pearson Lifetime eBooks,Formats: BryteWave Format,Publication Date: TBD,
SOCI,1160,86796,403,Social Problems (RRPHE Rental Edition),Recommended,"Used $79.99, New $79.99,",Edition: 14th,ISBN: 9780134631905,Author: Eitzen,Publisher: PH - (Rental Rev Share) IST from 1594 ONLY,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD
PHIL,2010,86731,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SOCI,1160,85179,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHIL,2010,86732,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SOCI,3212,81627,403,Caste,Required,"Used $12.80, Used $24.00, New $32.00,",ISBN: 9780593230251,Author: Wilkerson,Publisher: Penguin Random House LLC,Formats: Hardcover,Publication Date: TBD,,
SOCI,3212,81627,403,American Dream & the Power of Wealth,Required,"New $54.95, Digital $54.99,",Edition: 2nd,ISBN: 9780415832670,Author: Johnson,Publisher: Routledge,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2015,Publication Date: TBD
SOCI,3212,81627,403,Diversity Paradox,Required,"New $24.95,",ISBN: 9780871545138,Author: Lee,Publisher: Russell Sage Foundation c/o Chicago Distribution,,Copyright Year: 2010,Publication Date: TBD,
SOCI,3212,81627,403,Color of Law,Required,"Used $7.18, Used $13.50,",ISBN: 9781631494536,Author: Rothstein,Publisher: Liveright,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD,
SOCI,3216,80384,403,"Gender: Ideas, Interactions, Institutions",Required,"Used $37.30, Digital $44.00, Used $70.00, New $93.25,",Edition: 3rd,ISBN: 9780393892864,Author: Wade,"Publisher: W. W. Norton & Company, Incorporated","Formats: PAPERBACK, BryteWave Format",Copyright Year: 2022,Publication Date: TBD
POLS,3400,81549,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ANTH,2020,86616,403,Cultural Anthropology,Required,"Used $39.98, Used $75.00,",Edition: 3rd,ISBN: 9781138914438,Author: Eller,"Publisher: Taylor & Francis Group, LLC",Formats: PAPERBACK,Copyright Year: 2016,Publication Date: TBD
HIST,2110,88792,403,"Liberty, Equality, Power: History of American People, Enh",Required,"Used $164.75,",Edition: 7th,ISBN: 9781337699747,Author: Murrin,Publisher: Cengage Learning,,Copyright Year: 2019,Publication Date: TBD
MGT,3100,84340,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
PSYC,4400,81177,403,NO BOOKS FOR COURSE,,,,,,,,,
CRJU,2110,83511,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,1001,87135,403,MyLab Math with Pearson eText -- 18-Week Access Card -- for Thinking Mathematically,Required,"Digital $120.00,",Edition: 8th,ISBN: 9780137551224,Author: Blitzer,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
PSYC,3570,84366,403,Multicultural Psychology,Required,"Used $40.74, New $63.04, Digital $51.99, Used $72.75, New $96.99,",Edition: 6th,ISBN: 9780197641279,Author: Mio,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2023,Publication Date: TBD
MATH,1001,87124,403,MyLab Math with Pearson eText -- 18-Week Access Card -- for Thinking Mathematically,Required,"Digital $120.00,",Edition: 8th,ISBN: 9780137551224,Author: Blitzer,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1001,87127,403,MyLab Math with Pearson eText -- 18-Week Access Card -- for Thinking Mathematically,Required,"Digital $120.00,",Edition: 8th,ISBN: 9780137551224,Author: Blitzer,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
PSYC,4020,80340,403,Social Psychology (RRPHE),Required,"Used $79.99, Digital $61.25,",Edition: 11th,ISBN: 9780137633647,Author: Aronson,Publisher: PH - (Rental Rev Share) IST from 1594 ONLY,"Formats: Hardcover, BryteWave Format",Copyright Year: 2022,Publication Date: TBD
CSC,4780,89489,403,NO BOOKS FOR COURSE,,,,,,,,,
HIST,2110,88201,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
RE,3010,86096,403,Real Estate Principles: Value Approach (RRMCG),Required,"Used $70.01, New $70.01,",Edition: 6th,ISBN: 9781260013931,Author: Ling,Publisher: McGraw-Hill (Rental Revenue),Formats: Hardcover,Copyright Year: 2021,Publication Date: TBD
HIST,2110,88203,403,NO BOOKS FOR COURSE,,,,,,,,,
MATH,2215,82538,403,"WebAssign for Stewart/Clegg/Watson's Calculus: Early Transcendentals, Single-Term Instant Access",Required,"Digital $114.00,",Edition: 9th,ISBN: 9780357128916,Author: Stewart Clegg Watson,Publisher: Cengage Learning Custom Publishing,Formats: Adobe Ebook Reader,Publication Date: TBD,
HIST,2110,81997,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,91281,403,NO BOOKS FOR COURSE,,,,,,,,,
GEOG,1101,82544,403,Human Geography (w/out AccessCode),Required,"Used $122.43, New $233.20, Digital $41.75, Digital $43.96, Used $218.75, New $291.50, Digital $116.25,",Edition: 7th,ISBN: 9780321984241,Author: Knox,Publisher: Pearson,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2016,Publication Date: TBD
GEOG,1101,82544,403,Human Geography,Required,"Digital $41.75,",Edition: 7th,ISBN: 9780321995094,Author: Knox,Publisher: Pearson Lifetime eBooks,Formats: BryteWave Format,Publication Date: TBD,
MBA,8135,93006,403,Corporate Finance (RRMCG),Required,"Used $70.00, New $70.00, Digital $70.00, Digital $87.50, Digital $109.50,",Edition: 13th,ISBN: 9781260772388,Author: Ross,Publisher: McGraw-Hill (Rental Revenue),Formats: BryteWave Format,Copyright Year: 2022,Publication Date: TBD
SCOM,1000,83542,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
BUSA,4000,89060,403,NO BOOKS FOR COURSE,,,,,,,,,
SOCI,1101,86711,403,Real World (w/Access),Required,"New $123.75,",Edition: 9th,ISBN: 9781324070764,Author: Ferris,Publisher: W. W.Norton Co. Inc,Formats: PAPERBACK,Copyright Year: 2024,Publication Date: TBD
SOCI,1101,86711,403,Why Are All the Black Kids Sitting Together in the Cafeteria?,Required Choose Only 0 of 3,"Used $8.80, New $12.09, Used $16.50, New $21.99,",Edition: 2nd,ISBN: 9780465060689,Author: Tatum,Publisher: Basic Books,Formats: PAPERBACK,Copyright Year: 2017,Publication Date: TBD
SOCI,1101,86711,403,Unequal Childhoods,Required Choose Only 0 of 3,"Used $13.18, New $22.46, Used $22.50, New $29.95,",Edition: 2nd,ISBN: 9780520271425,Author: Lareau,Publisher: University of California Press,Formats: PAPERBACK,Copyright Year: 2011,Publication Date: TBD
SOCI,1101,86711,403,"Dude, You're a Fag",Required Choose Only 0 of 3,"Used $8.99, Used $22.50, New $29.95,",ISBN: 9780520271487,Author: Pascoe,Publisher: University of California Press,Formats: PAPERBACK,Copyright Year: 2011,Publication Date: TBD,
POLS,3145,90051,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,3140,88132,403,Judicial Process,Required,"Used $115.50, New $154.00,",Edition: 2nd,ISBN: 9781642422559,Author: Banks,Publisher: West Academic,Formats: PAPERBACK,Copyright Year: 2021,Publication Date: TBD
MATH,1001,87136,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,93016,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,1001,87131,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SOCI,4226,85180,403,Chocolate Cities,Required,"Used $11.98, New $22.46, Used $22.50, New $29.95,",ISBN: 9780520292833,Author: Hunter,Publisher: University of California Press,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD,
HIST,2110,88795,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,2420,89549,403,WebAssign Instant Access for Epp's Discrete Mathematics with Applications,Required,"Digital $152.00,",Edition: 5th,ISBN: 9780357035245,Author: Epp Susanna S.,Publisher: Cengage Learning,Formats: TXT,Copyright Year: 2020,Publication Date: TBD
HIST,2110,88798,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MGT,3100,84582,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
PHPB,2020,90454,403,PH 2020 Determinants of Health Acc Code,Required,"New $43.25,",ISBN: 9781284014990,Author: Jones & Bartlett,Publisher: JONES & BARTLETT PUBLISHERS,,Copyright Year: 2019,Publication Date: TBD,
HIST,2110,88799,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,3400,87839,403,Essentials of International Relations (Ninth Edition),Required,"Digital $51.73,",Edition: 9th,ISBN: 9780393872033,Author: Mingst,"Publisher: W. W. Norton & Company, Incorporated",Formats: BryteWave Format,Publication Date: TBD,
MGT,3100,84335,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
LAW,7165,83250,403,Comprehensive Criminal Procedure,Required,"Used $258.75, New $345.00,",Edition: 5th,ISBN: 9781543804362,Author: Allen,Publisher: Aspen Publishing,Formats: Hardcover,Copyright Year: 2020,Publication Date: TBD
BIOL,4074,84206,403,Developmental Biology,Recommended,"Used $88.00, New $175.99, Digital $61.99, Digital $71.53, Used $165.00, New $219.99, Digital $95.37,",Edition: 13th,ISBN: 9780197574591,Author: Barresi,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,"Formats: Hardcover, BryteWave Format",Copyright Year: 2023,Publication Date: TBD
CHEM,1050,84667,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GERO,2000,88890,403,Aging Matters,Required,"Used $58.59, Used $104.75,",ISBN: 9780205727643,Author: Hooyman,Publisher: Pearson,Formats: PAPERBACK,Copyright Year: 2015,Publication Date: TBD,
GERO,2000,88890,403,Introduction to Aging,Required,"Digital $119.99,",Edition: 2nd,ISBN: 9780826162946,Author: Sugar,Publisher: Springer Publishing Company,Formats: BryteWave Format,Publication Date: TBD,
PHIL,1010,89455,403,Concise Guide to Critical Thinking Persuall Access Code,Required,"New $39.48,",Author: Vaughn,Publisher: Perusall LLC,,Copyright Year: 2023,Publication Date: TBD,,
PHIL,1010,89455,403,How we Argue Acc Code,Required,"New $36.50,",Author: Thinker,Publisher: Thinker Analytix,,Publication Date: TBD,,,
PHIL,1010,89934,403,How we Argue Acc Code,Required,"New $36.50,",Author: Thinker,Publisher: Thinker Analytix,,Publication Date: TBD,,,
PHIL,1010,89934,403,Concise Guide to Critical Thinking Persuall Access Code,Required,"New $39.48,",Author: Vaughn,Publisher: Perusall LLC,,Copyright Year: 2023,Publication Date: TBD,,
ANTH,2010,90498,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,85152,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,2110,85151,403,NO BOOKS FOR COURSE,,,,,,,,,
ECON,4400,92120,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,1111,88785,403,NO BOOKS FOR COURSE,,,,,,,,,
FI,3300,90893,403,CSePUB Finance (w/Access Cards),Required,"New $145.75,",ISBN: 9780996235303,Author: burowoy,Publisher: CSEP,,Copyright Year: 2016,Publication Date: TBD,
KH,2520,82287,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MK,3010,87886,403,GEORGIA STATE UNIVERSITY MK 3010,Required,"Digital $81.25,",Edition: 18th,ISBN: 9781265861551,Author: Cannon,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2024,Publication Date: TBD
PHIL,1010,87105,403,How we Argue Acc Code,Required,"New $36.50,",Author: Thinker,Publisher: Thinker Analytix,,Publication Date: TBD,,,
PHIL,1010,87105,403,Concise Guide to Critical Thinking Persuall Access Code,Required,"New $39.48,",Author: Vaughn,Publisher: Perusall LLC,,Copyright Year: 2023,Publication Date: TBD,,
HIST,1112,92005,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHIL,1010,87108,403,Concise Guide to Critical Thinking Persuall Access Code,Required,"New $39.48,",Author: Vaughn,Publisher: Perusall LLC,,Copyright Year: 2023,Publication Date: TBD,,
PHIL,1010,87108,403,How we Argue Acc Code,Required,"New $36.50,",Author: Thinker,Publisher: Thinker Analytix,,Publication Date: TBD,,,
PHIL,1010,80851,403,Concise Guide to Critical Thinking Persuall Access Code,Required,"New $39.48,",Author: Vaughn,Publisher: Perusall LLC,,Copyright Year: 2023,Publication Date: TBD,,
PHIL,1010,80851,403,How we Argue Acc Code,Required,"New $36.50,",Author: Thinker,Publisher: Thinker Analytix,,Publication Date: TBD,,,
MGT,3400,80530,403,GEORGIA STATE UNIVERSITY MGT 3400,Required,"Digital $53.50,",Edition: 8th,ISBN: 9781265490317,Author: Colquitt,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
HADM,3720,81231,403,Hospitality Law,Required,"Used $43.05, New $76.88, Used $77.00, New $102.50,",Edition: 5th,ISBN: 9781119305040,Author: Barth,"Publisher: John Wiley & Sons, Incorporated",Formats: PAPERBACK,Copyright Year: 2017,Publication Date: TBD
MGT,3400,92212,403,GEORGIA STATE UNIVERSITY MGT 3400,Required,"Digital $53.50,",Edition: 8th,ISBN: 9781265490317,Author: Colquitt,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
MGT,3400,87825,403,GEORGIA STATE UNIVERSITY MGT 3400,Required,"Digital $53.50,",Edition: 8th,ISBN: 9781265490317,Author: Colquitt,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
HIST,2110,87849,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
KH,4290,83450,403,Respiratory Physiology,Required,"New $45.99,",Edition: 2nd,ISBN: 9780323595780,Author: Cloutier,Publisher: Elsevier HlthSciences Division,Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD
KH,4290,83450,403,Cardiovascular Physiology,Required,"New $45.99,",Edition: 11th,ISBN: 9780323594844,Author: Pappano,Publisher: Elsevier HlthSciences Division,Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD
PHIL,1010,86688,403,How we Argue Acc Code,Required,"New $36.50,",Author: Thinker,Publisher: Thinker Analytix,,Publication Date: TBD,,,
PHIL,1010,86688,403,Concise Guide to Critical Thinking Persuall Access Code,Required,"New $39.48,",Author: Vaughn,Publisher: Perusall LLC,,Copyright Year: 2023,Publication Date: TBD,,
PHIL,1010,88767,403,Concise Guide to Critical Thinking Persuall Access Code,Required,"New $39.48,",Author: Vaughn,Publisher: Perusall LLC,,Copyright Year: 2023,Publication Date: TBD,,
PHIL,1010,88767,403,How we Argue Acc Code,Required,"New $36.50,",Author: Thinker,Publisher: Thinker Analytix,,Publication Date: TBD,,,
PHIL,1010,82626,403,Concise Guide to Critical Thinking Persuall Access Code,Required,"New $39.48,",Author: Vaughn,Publisher: Perusall LLC,,Copyright Year: 2023,Publication Date: TBD,,
PHIL,1010,82626,403,How we Argue Acc Code,Required,"New $36.50,",Author: Thinker,Publisher: Thinker Analytix,,Publication Date: TBD,,,
HIST,2110,82409,403,NO BOOKS FOR COURSE,,,,,,,,,
PHIL,1010,86719,403,How we Argue Acc Code,Required,"New $36.50,",Author: Thinker,Publisher: Thinker Analytix,,Publication Date: TBD,,,
